step,t_zone,co2,p_cool,p_fan,a0_raw,a1_raw,t_setpoint,fan_signal,t_zone_next,p_total,reward
6861,21.8732,472.15,276.98,10.0,0.03394,0.22806,23.068,0.614,20.8441,363.46,-0.13923
6862,20.8441,443.9,323.29,40.17,0.43309,-0.96116,23.866,0.0194,22.6675,16.79,-0.00067
6863,22.6675,426.71,16.78,0.01,-1.0,-0.26752,21.0,0.3662,20.671,189.6,-0.27082
6864,20.671,416.25,181.07,8.52,-1.0,0.99076,21.0,0.9954,19.4072,430.39,-1.29145
6865,19.4072,409.89,259.26,171.14,0.11441,0.04344,23.229,0.5217,19.6005,179.19,-1.12676
6866,19.6005,406.02,154.55,24.64,-0.67923,0.96693,21.642,0.9835,18.8836,325.89,-1.70612
6867,18.8836,403.66,160.83,165.06,-0.30377,-0.84938,22.392,0.0753,19.5406,21.58,-1.16835
6868,19.5406,402.23,21.46,0.12,0.65874,-0.06753,24.317,0.4662,18.6878,76.92,-1.8528
6869,18.6878,401.36,59.33,17.59,0.85953,0.58567,24.719,0.7928,18.3526,138.21,-2.12342
6870,18.3526,400.82,51.73,86.48,0.09387,-1.0,23.188,0.0,19.5237,0.0,-1.18104
6871,19.5237,400.5,0.0,0.0,-0.519,-0.01419,21.962,0.4929,20.7089,268.1,-0.24363
6872,20.7089,605.91,247.31,20.78,-0.69175,-0.07223,21.617,0.4639,22.2079,379.0,-0.01516
6873,22.2079,732.03,361.68,17.32,-1.0,1.0,21.0,1.0,21.7814,874.33,-0.03497
6874,21.7814,808.76,700.8,173.53,0.94958,0.19543,24.899,0.5977,23.9474,696.03,-0.02784
6875,23.9474,855.45,658.97,37.06,-0.51624,0.14848,21.968,0.5742,24.968,774.69,-0.03099
6876,24.968,883.86,741.83,32.86,0.54851,0.97758,24.097,0.9888,23.7627,1224.13,-0.04897
6877,23.7627,901.15,1056.37,167.76,-0.2968,-0.31709,22.406,0.3415,27.3279,597.31,-1.88624
6878,27.3279,911.66,590.4,6.91,0.88576,0.18386,24.772,0.5919,25.4586,854.24,-0.40102
6879,25.4586,918.06,818.25,35.99,-0.86712,0.169,21.266,0.5845,24.9534,787.75,-0.03151
6880,24.9534,921.96,753.1,34.65,-0.29785,0.12952,22.404,0.5648,24.404,701.34,-0.02805
6881,24.404,924.32,670.09,31.26,-0.29548,-0.36375,22.409,0.3181,24.159,368.39,-0.01474
6882,24.159,720.16,362.81,5.59,-0.7722,0.07735,21.456,0.5387,22.5562,481.49,-0.01926
6883,22.5562,594.8,454.37,27.12,-0.60171,0.37134,21.797,0.6857,21.5336,504.42,-0.02018
6884,21.5336,518.53,448.48,55.94,-0.29777,0.91096,22.404,0.9555,20.5781,607.28,-0.3618
6885,20.5781,472.12,455.91,151.37,-0.35846,0.93738,22.283,0.9687,20.1304,539.64,-0.71723
6886,20.1304,443.88,381.91,157.74,-0.51443,-0.97731,21.971,0.0113,22.4772,9.38,-0.00038
6887,22.4772,426.7,9.38,0.0,0.1557,0.08627,23.311,0.5431,20.2133,250.23,-0.63935
6888,20.2133,416.24,222.43,27.8,-0.58455,0.22559,21.831,0.6128,19.8044,244.51,-0.9663
6889,19.8044,409.88,204.58,39.93,-0.43858,0.7875,22.123,0.8937,19.1802,319.05,-1.46862
6890,19.1802,406.01,195.16,123.89,0.38022,0.37762,23.76,0.6888,19.1053,197.58,-1.52363
6891,19.1053,403.66,140.87,56.71,0.57934,0.97761,24.159,0.9888,18.6125,279.81,-1.92119
6892,18.6125,402.23,112.05,167.77,-0.82643,0.75591,21.347,0.878,18.412,184.34,-2.07777
6893,18.412,401.35,66.91,117.43,0.4605,0.96787,23.921,0.9839,18.3192,223.41,-2.15355
6894,18.3192,400.82,58.11,165.3,0.07343,0.56895,23.147,0.7845,18.7429,191.6,-1.81332
6895,18.7429,400.5,107.83,83.78,-0.91583,0.40495,21.168,0.7025,20.3692,368.32,-0.51935
6896,20.3692,605.91,308.17,60.15,-0.53428,1.0,21.931,1.0,20.9451,719.05,-0.07268
6897,20.9451,732.03,545.52,173.53,-0.07878,-0.40046,22.842,0.2998,24.7512,379.62,-0.01518
6898,24.7512,808.76,374.94,4.67,0.53121,0.29014,24.062,0.6451,24.1034,776.01,-0.03104
6899,24.1034,855.45,729.43,46.58,-0.12411,0.02133,22.752,0.5107,25.8044,761.49,-0.67397
6900,25.8044,883.86,738.38,23.11,-0.94634,-0.05313,21.107,0.4734,26.7251,783.53,-1.41145
6901,26.7251,901.15,765.12,18.41,0.49965,-0.84331,23.999,0.0783,31.9448,202.33,-5.5639
6902,31.9448,911.66,202.19,0.14,0.80065,-0.33222,24.601,0.3339,28.3749,647.5,-2.7258
6903,28.3749,918.06,641.04,6.46,0.61491,0.97814,24.23,0.9891,24.0241,1270.23,-0.05081
6904,24.0241,921.96,1102.32,167.9,0.56989,-0.08122,24.14,0.4594,25.7382,674.39,-0.61756
6905,25.7382,924.32,657.57,16.82,0.20914,0.2761,23.418,0.638,23.3597,677.5,-0.0271
6906,23.3597,720.16,632.42,45.08,-0.55048,0.10546,21.899,0.5527,22.9571,536.11,-0.02144
6907,22.9571,594.8,506.8,29.3,-0.29157,0.56051,22.417,0.7803,21.8204,633.79,-0.02535
6908,21.8204,518.53,551.36,82.43,-0.60718,-0.19635,21.786,0.4018,22.4923,345.09,-0.0138
6909,22.4923,472.12,333.83,11.26,-0.21877,0.95933,22.562,0.9797,20.6296,639.53,-0.32192
6910,20.6296,443.88,476.37,163.16,0.55802,-0.26014,24.116,0.3699,21.6046,255.34,-0.01021
6911,21.6046,426.7,246.55,8.78,0.60545,-0.30073,24.211,0.3496,21.2753,219.15,-0.00877
6912,21.2753,416.24,211.74,7.42,-0.6272,0.49474,21.746,0.7474,20.0394,354.26,-0.78267
6913,20.0394,409.88,281.82,72.44,0.34072,0.9465,23.681,0.9733,19.4961,429.2,-1.22029
6914,19.4961,406.01,269.22,159.98,0.45526,0.762,23.911,0.881,19.3292,335.16,-1.35007
6915,19.3292,403.66,216.5,118.66,-0.50729,0.3839,21.985,0.692,19.2626,219.02,-1.39866
6916,19.2626,402.23,161.53,57.49,0.33903,-0.3046,23.678,0.3477,19.413,98.13,-1.27352
6917,19.413,401.35,90.83,7.29,-0.21812,-0.99065,22.564,0.0047,19.9352,1.67,-0.8519
6918,19.9352,400.82,1.67,0.0,-0.78223,0.12023,21.436,0.5601,19.4054,176.05,-1.28269
6919,19.4054,400.5,145.55,30.49,0.63582,0.43296,24.272,0.7165,20.7551,429.08,-0.21308
6920,20.7551,605.91,365.26,63.82,-0.09455,-0.4687,22.811,0.2657,24.0076,298.71,-0.01195
6921,24.0076,732.03,295.45,3.26,0.61961,-0.98331,24.239,0.0083,29.2812,17.49,-3.42564
6922,29.2812,808.77,17.49,0.0,0.10855,0.96214,23.217,0.9811,23.5249,1167.73,-0.04671
6923,23.5249,855.45,1003.87,163.86,0.78225,0.97954,24.565,0.9898,24.1564,1296.85,-0.05187
6924,24.1564,883.86,1128.59,168.26,0.08258,-1.0,23.165,0.0,34.0137,0.0,-7.21096
6925,34.0137,901.19,0.0,0.0,0.80526,0.23932,24.611,0.6197,26.8442,1055.89,-1.51763
6926,26.8442,911.66,1014.6,41.29,0.51948,-0.03654,24.039,0.4817,27.5163,867.72,-2.04777
6927,27.5163,918.06,848.32,19.4,-0.67911,0.30226,21.642,0.6511,25.8502,993.54,-0.71989
6928,25.8502,921.96,945.63,47.91,0.96261,-1.0,24.925,0.0,32.717,0.0,-6.1736
6929,32.717,924.33,0.0,0.0,0.59909,1.0,24.198,1.0,22.8646,1073.21,-0.04293
6930,22.8646,720.16,899.67,173.54,-0.47746,-0.52255,22.045,0.2387,25.5508,335.75,-0.45407
6931,25.5508,594.81,333.38,2.37,-0.13974,0.98271,22.721,0.9914,21.8954,883.28,-0.03533
6932,21.8954,518.53,714.21,169.07,-0.47506,-0.24082,22.05,0.3796,23.3294,383.63,-0.01535
6933,23.3294,472.12,374.14,9.49,0.18913,-0.11623,23.378,0.4419,22.4856,381.55,-0.01526
6934,22.4856,443.88,366.57,14.97,1.0,-0.44828,25.0,0.2759,22.787,247.84,-0.00991
6935,22.787,426.7,244.2,3.64,0.47862,-0.44998,23.957,0.275,22.2188,218.14,-0.00873
6936,22.2188,416.25,214.53,3.61,0.62018,0.12969,24.24,0.5648,20.9435,338.68,-0.05877
6937,20.9435,409.88,307.41,31.27,-0.97407,-0.49219,21.052,0.2539,21.4022,162.56,-0.0065
6938,21.4022,406.01,159.71,2.85,-0.47784,0.46051,22.044,0.7303,19.9539,331.38,-0.85011
6939,19.9539,403.66,263.81,67.58,-0.40783,-0.72704,22.184,0.1365,20.9627,75.27,-0.03285
6940,20.9627,402.23,74.76,0.51,-0.3174,0.38274,22.365,0.6914,19.5911,260.72,-1.13755
6941,19.5911,401.35,203.37,57.35,0.8602,0.57131,24.72,0.7857,19.2662,268.08,-1.39775
6942,19.2662,400.82,183.92,84.16,0.54705,-0.1735,24.094,0.4133,20.1328,175.2,-0.7008
6943,20.1328,400.5,162.95,12.25,-0.93983,0.40895,21.12,0.7045,21.2088,478.95,-0.01916
6944,21.2088,605.91,418.27,60.67,0.86919,-0.12852,24.738,0.4357,23.5302,460.45,-0.01842
6945,23.5302,732.03,446.09,14.36,0.74863,-0.85304,24.497,0.0735,28.7823,146.85,-3.0317
6946,28.7823,808.77,146.73,0.12,0.2469,0.23508,23.494,0.6175,25.3784,884.63,-0.3381
6947,25.3784,855.46,843.76,40.87,0.4611,0.09235,23.922,0.5462,26.6335,901.46,-1.34289
6948,26.6335,883.87,873.19,28.27,-0.9316,0.62057,21.137,0.8103,25.6777,1244.45,-0.59195
6949,25.6777,901.16,1152.13,92.32,-0.02918,0.38048,22.942,0.6902,26.3533,1124.92,-1.12765
6950,26.3533,911.67,1067.85,57.07,0.23875,-0.79964,23.478,0.1002,32.3365,266.22,-5.87985
6951,32.3365,918.07,265.98,0.24,-0.01485,0.71056,22.97,0.8553,25.036,1223.0,-0.07769
6952,25.036,921.97,1114.43,108.57,-0.8687,0.0085,21.263,0.5042,26.062,775.11,-0.88056
6953,26.062,924.34,752.86,22.25,0.48614,0.00252,23.972,0.5013,24.6659,640.39,-0.02562
6954,24.6659,720.17,618.53,21.86,0.45519,0.13635,23.91,0.5682,23.6934,630.56,-0.02522
6955,23.6934,594.81,598.73,31.83,-0.95479,-0.59797,21.09,0.201,25.3848,276.21,-0.31888
6956,25.3848,518.53,274.77,1.44,0.62156,0.87076,24.243,0.9354,21.7423,789.95,-0.0316
6957,21.7423,472.12,647.93,142.02,0.15241,0.913,23.305,0.9565,21.2408,725.59,-0.02902
6958,21.2408,443.88,573.73,151.86,0.37936,-0.23447,23.759,0.3828,22.333,316.68,-0.01267
6959,22.333,426.7,306.95,9.73,0.97667,-0.62586,24.953,0.1871,22.6407,161.82,-0.00647
6960,22.6407,416.25,160.64,1.18,0.11332,-0.77219,23.227,0.1139,22.3941,92.92,-0.00372
6961,22.3941,409.89,92.6,0.32,0.02963,0.4779,23.059,0.7389,20.1379,362.31,-0.70418
6962,20.1379,406.01,292.29,70.02,-0.32678,0.03585,22.346,0.5179,20.1164,226.88,-0.716
6963,20.1164,403.66,202.77,24.11,0.01823,1.0,23.036,1.0,19.1509,386.41,-1.49473
6964,19.1509,402.23,212.87,173.54,0.06687,-0.65833,23.134,0.1708,19.9067,61.15,-0.87705
6965,19.9067,401.35,60.23,0.92,-0.26117,-0.69693,22.478,0.1515,19.419,40.42,-1.26641
6966,19.419,400.82,39.75,0.67,-0.91548,0.38395,21.169,0.692,19.176,208.0,-1.46755
6967,19.176,400.5,150.51,57.5,-1.0,0.35173,21.0,0.6759,20.5885,377.39,-0.34432
6968,20.5885,605.91,323.81,53.58,-0.27755,0.45265,22.445,0.7263,21.4865,535.34,-0.02141
6969,21.4865,732.03,468.85,66.49,-0.33078,-0.39681,22.338,0.3016,24.4176,363.22,-0.01453
6970,24.4176,808.77,358.46,4.76,-0.90797,0.17625,21.184,0.5881,24.1122,701.14,-0.02805
6971,24.1122,855.46,665.84,35.3,0.67776,0.22,24.356,0.61,24.7852,806.08,-0.03224
6972,24.7852,883.87,766.69,39.39,0.06382,0.47459,23.128,0.7373,24.5779,967.95,-0.03872
6973,24.5779,901.16,898.4,69.55,-0.64599,-0.76818,21.708,0.1159,29.8115,253.95,-3.85939
6974,29.8115,911.67,253.61,0.34,0.20026,-0.23068,23.401,0.3847,26.6612,627.08,-1.35407
6975,26.6612,918.07,617.2,9.88,0.63304,-0.59852,24.266,0.2007,27.607,358.69,-2.09993
6976,27.607,921.97,357.25,1.44,-1.0,-0.11637,21.0,0.4418,24.8383,574.59,-0.02298
6977,24.8383,924.34,559.62,14.97,-0.50889,-0.01545,21.982,0.4923,23.0983,485.2,-0.01941
6978,23.0983,720.17,464.49,20.7,0.04551,0.4724,23.091,0.7362,21.6084,560.69,-0.02243
6979,21.6084,594.81,491.45,69.24,-0.96984,-0.95559,21.06,0.0222,24.2614,25.69,-0.00103
6980,24.2614,518.53,25.68,0.01,-0.40973,-0.39657,22.181,0.3017,22.0335,229.79,-0.00919
6981,22.0335,472.12,225.02,4.77,0.02177,-0.97868,23.044,0.0107,23.0412,9.93,-0.0004
6982,23.0412,443.88,9.93,0.0,-0.03615,-0.92561,22.928,0.0372,22.1862,28.8,-0.00115
6983,22.1862,426.7,28.78,0.03,-1.0,-1.0,21.0,0.0,21.8677,0.0,-0.0
6984,21.8677,416.22,0.0,0.0,-0.95313,-1.0,21.094,0.0,21.2656,0.0,0.0
6985,21.2656,409.85,0.0,0.0,-0.03488,0.37819,22.93,0.6891,19.2391,214.64,-1.41732
6986,19.2391,406.03,157.86,56.78,0.24207,0.40423,23.484,0.7021,18.8714,173.18,-1.70979
6987,18.8714,403.67,113.12,60.06,0.27249,0.7748,23.545,0.8874,18.4539,195.73,-2.04468
6988,18.4539,402.23,74.46,121.27,-0.11238,0.29308,22.775,0.6465,18.2812,80.51,-2.17828
6989,18.2812,401.36,33.61,46.9,-1.0,0.871,21.0,0.9355,18.0639,153.12,-2.35502
6990,18.0639,400.83,11.04,142.08,-1.0,0.99287,21.0,0.9964,18.3539,236.89,-2.12635
6991,18.3539,400.5,65.21,171.69,-0.34436,0.34381,22.311,0.6719,20.0501,307.57,-0.77225
6992,20.0501,605.91,254.93,52.64,0.98374,-0.11899,24.967,0.4405,21.9904,340.28,-0.01361
6993,21.9904,732.03,325.45,14.83,-0.73541,-0.19698,21.529,0.4015,23.7274,437.12,-0.01748
6994,23.7274,808.77,425.89,11.23,-0.20291,-0.47685,22.594,0.2616,26.5553,417.58,-1.26094
6995,26.5553,855.46,414.47,3.11,0.11602,0.94653,23.232,0.9733,23.7293,1192.53,-0.0477
6996,23.7293,883.87,1032.54,159.99,-0.69199,0.15675,21.616,0.5784,25.871,876.2,-0.73184
6997,25.871,901.16,842.63,33.58,-0.96748,1.0,21.065,1.0,24.144,1310.4,-0.05242
6998,24.144,911.68,1136.87,173.54,-0.64529,-0.70806,21.709,0.146,29.9821,324.27,-3.99862
6999,29.9821,918.08,323.67,0.61,-0.32638,0.97998,22.347,0.99,23.6171,1197.65,-0.04791
7000,23.6171,921.97,1029.27,168.38,0.5188,-0.36494,24.038,0.3175,26.1344,483.79,-0.92685
7001,26.1344,924.34,478.23,5.56,-0.71448,-0.61617,21.571,0.1919,25.6488,272.94,-0.52995
7002,25.6488,720.18,271.67,1.27,0.28329,-0.53997,23.567,0.23,24.5884,282.54,-0.0113
7003,24.5884,594.81,280.41,2.13,0.96434,0.13538,24.929,0.5677,22.2916,482.55,-0.0193
7004,22.2916,518.54,450.8,31.75,-0.21566,0.2199,22.569,0.61,21.6902,455.86,-0.01823
7005,21.6902,472.12,416.48,39.38,-0.65817,-0.1949,21.684,0.4025,21.8225,296.03,-0.01184
7006,21.8225,443.88,284.71,11.32,-0.99847,0.08015,21.003,0.5401,20.9623,323.35,-0.04309
7007,20.9623,426.7,296.02,27.34,-0.31385,0.39828,22.372,0.6991,20.3055,357.54,-0.56987
7008,20.3055,416.25,298.24,59.3,-0.66246,0.38837,21.675,0.6942,19.9432,307.61,-0.85773
7009,19.9432,409.89,249.55,58.05,-0.98082,0.87014,21.038,0.9351,19.4126,386.23,-1.28538
7010,19.4126,406.01,244.34,141.88,0.35643,0.54062,23.713,0.7703,19.3235,267.92,-1.35188
7011,19.3235,403.66,188.6,79.32,-0.05412,-0.73833,22.892,0.1308,20.1087,51.49,-0.71508
7012,20.1087,402.23,51.03,0.46,-0.22376,0.72357,22.552,0.8618,18.8758,250.67,-1.70937
7013,18.8758,401.35,139.6,111.07,1.0,-0.72494,25.0,0.1375,19.379,35.58,-1.29825
7014,19.379,400.82,35.06,0.52,-0.82813,-0.2454,21.344,0.3773,19.3478,103.37,-1.32591
7015,19.3478,400.5,94.05,9.32,-0.14821,-0.94072,22.704,0.0296,23.0525,27.81,-0.00111
7016,23.0525,605.92,27.8,0.02,-0.36223,0.55468,22.276,0.7773,21.3382,561.97,-0.02248
7017,21.3382,732.03,480.46,81.51,-0.23237,0.86373,22.535,0.9319,21.9398,820.33,-0.03281
7018,21.9398,808.77,679.91,140.43,0.67585,-0.11757,24.352,0.4412,24.9383,581.77,-0.02327
7019,24.9383,855.46,566.86,14.91,0.68543,-0.13167,24.371,0.4342,25.9853,656.07,-0.81451
7020,25.9853,883.87,641.87,14.2,0.19591,0.95464,23.392,0.9773,23.797,1210.82,-0.04843
7021,23.797,901.16,1048.82,162.0,-0.97713,0.38396,21.046,0.692,24.9686,950.18,-0.03801
7022,24.9686,911.68,892.68,57.5,0.6601,-0.9043,24.32,0.0479,31.2568,117.47,-5.01016
7023,31.2568,918.08,117.43,0.05,-1.0,-0.96325,21.0,0.0184,31.6821,46.54,-5.34751
7024,31.6821,921.97,46.53,0.01,-0.13658,-0.41163,22.727,0.2942,26.8339,485.44,-1.48656
7025,26.8339,924.34,481.03,4.42,-0.9914,-0.72403,21.017,0.138,26.3864,214.63,-1.11772
7026,26.3864,720.18,214.1,0.52,-0.20665,0.97418,22.587,0.9871,21.7676,854.92,-0.0342
7027,21.7676,594.81,688.02,166.9,0.0677,0.68942,23.135,0.8447,21.531,656.38,-0.02626
7028,21.531,518.54,551.79,104.6,0.22351,0.42191,23.447,0.711,21.3237,499.47,-0.01998
7029,21.3237,472.12,437.1,62.36,-0.9489,0.17952,21.102,0.5898,21.1258,376.58,-0.01506
7030,21.1258,443.88,340.98,35.6,-0.77473,0.04823,21.451,0.5241,20.878,303.94,-0.10978
7031,20.878,426.7,278.95,24.98,-0.97251,-0.99187,21.055,0.0041,22.5601,3.41,-0.00014
7032,22.5601,416.25,3.41,0.0,0.92785,-0.98557,24.856,0.0072,22.0255,5.36,-0.00021
7033,22.0255,409.89,5.36,0.0,0.16164,0.47277,23.323,0.7364,19.6608,295.41,-1.0832
7034,19.6608,406.02,226.12,69.3,-0.10771,-0.66777,22.785,0.1661,20.3835,74.04,-0.49617
7035,20.3835,403.66,73.19,0.85,0.19232,-0.77371,23.385,0.1131,20.116,44.57,-0.70895
7036,20.116,402.23,44.25,0.32,-0.90401,-0.37648,21.192,0.3118,19.3039,80.4,-1.36011
7037,19.3039,401.36,75.15,5.26,-0.49227,-0.47979,22.015,0.2601,18.9999,51.15,-1.60209
7038,18.9999,400.82,48.09,3.06,-0.9934,-0.66215,21.013,0.1689,19.7849,56.64,-0.97433
7039,19.7849,400.5,55.75,0.89,0.75918,-0.02287,24.518,0.4886,21.0204,293.27,-0.01173
7040,21.0204,605.91,273.03,20.24,-0.41284,0.15536,22.174,0.5777,22.0193,463.2,-0.01853
7041,22.0193,732.03,429.75,33.45,-0.26062,0.91015,22.479,0.9551,22.0312,863.97,-0.03456
7042,22.0312,808.77,712.79,151.18,-0.04006,-0.38822,22.92,0.3059,26.1576,467.08,-0.94478
7043,26.1576,855.46,462.11,4.97,-0.61572,-0.15463,21.769,0.4227,26.2422,658.25,-1.02013
7044,26.2422,883.87,645.14,13.11,-0.51864,0.50765,21.963,0.7538,24.9092,1038.67,-0.04155
7045,24.9092,901.16,964.34,74.34,0.66379,1.0,24.328,1.0,24.0847,1300.06,-0.052
7046,24.0847,911.68,1126.52,173.54,1.0,1.0,25.0,1.0,23.84,1254.73,-0.05019
7047,23.84,918.08,1081.19,173.54,-0.18083,0.72667,22.638,0.8633,23.8141,1040.94,-0.04164
7048,23.8141,921.97,929.27,111.67,0.9851,-0.95976,24.97,0.0201,29.9633,44.63,-3.97243
7049,29.9633,924.34,44.63,0.01,-0.99918,0.30945,21.002,0.6547,22.9934,653.87,-0.02615
7050,22.9934,720.18,605.17,48.7,0.24335,0.03597,23.487,0.518,23.0443,507.55,-0.0203
7051,23.0443,594.81,483.44,24.12,0.87853,-0.39066,24.757,0.3047,23.7061,326.43,-0.01306
7052,23.7061,518.54,321.52,4.91,0.95624,0.1621,24.912,0.581,22.1423,479.11,-0.01916
7053,22.1423,472.12,445.07,34.04,0.14156,-0.74002,23.283,0.13,23.9809,144.19,-0.00577
7054,23.9809,443.88,143.74,0.45,-0.25446,0.04564,22.491,0.5228,21.8316,395.2,-0.01581
7055,21.8316,426.7,370.4,24.8,-0.08955,-0.23818,22.821,0.3809,21.916,285.4,-0.01142
7056,21.916,416.25,275.8,9.59,0.84009,0.82241,24.68,0.9112,20.475,548.29,-0.4419
7057,20.475,409.89,417.0,131.29,0.79753,0.48356,24.595,0.7418,20.5403,419.25,-0.38454
7058,20.5403,406.01,348.42,70.83,0.63695,0.56941,24.274,0.7847,20.2729,413.66,-0.59819
7059,20.2729,403.66,329.8,83.85,-0.58598,1.0,21.828,1.0,19.7832,503.29,-0.99361
7060,19.7832,402.23,329.75,173.54,0.54095,0.32867,24.082,0.6643,19.9308,288.11,-0.86685
7061,19.9308,401.35,237.23,50.88,-0.04458,0.69494,22.911,0.8475,19.5663,351.13,-1.161
7062,19.5663,400.82,245.51,105.62,-0.50584,0.21915,21.988,0.6096,20.1398,280.62,-0.69935
7063,20.1398,400.5,241.31,39.31,0.27928,0.94737,23.559,0.9737,20.7821,661.69,-0.20081
7064,20.7821,605.91,501.5,160.19,-0.64383,-0.96783,21.712,0.0161,26.8898,26.54,-1.51292
7065,26.8898,732.04,26.53,0.01,-1.0,-0.33967,21.0,0.3302,24.7951,421.86,-0.01687
7066,24.7951,808.77,415.61,6.25,-0.3685,0.84706,22.263,0.9235,22.8226,961.85,-0.03847
7067,22.8226,855.46,825.16,136.69,0.95378,-0.58184,24.908,0.2091,27.2828,361.08,-1.84067
7068,27.2828,883.87,359.46,1.62,1.0,-0.9607,25.0,0.0196,31.5959,49.46,-5.27869
7069,31.5959,901.16,49.45,0.01,-0.9564,-0.2579,21.087,0.371,27.3153,648.88,-1.87819
7070,27.3153,911.68,640.02,8.87,0.5198,-0.12522,24.04,0.4374,26.5264,705.01,-1.24934
7071,26.5264,918.08,690.49,14.52,0.29845,0.95608,23.597,0.978,23.3785,1136.22,-0.04545
7072,23.3785,921.97,973.87,162.35,-0.78983,0.95,21.42,0.975,22.6828,1006.01,-0.04024
7073,22.6828,924.34,845.16,160.84,-0.89939,-0.63188,21.201,0.1841,24.7589,231.15,-0.00925
7074,24.7589,720.18,230.02,1.13,-0.69066,0.32771,21.619,0.6639,21.9502,535.53,-0.02142
7075,21.9502,594.81,484.76,50.77,-0.8948,-0.90717,21.21,0.0464,24.2939,53.98,-0.00216
7076,24.2939,518.54,53.94,0.04,-1.0,0.01419,21.0,0.5071,21.4947,350.02,-0.014
7077,21.4947,472.12,327.39,22.63,0.38154,-0.82562,23.763,0.0872,22.6456,74.98,-0.003
7078,22.6456,443.88,74.81,0.17,0.35225,-0.45856,23.705,0.2707,21.3155,169.22,-0.00677
7079,21.3155,426.7,165.78,3.44,0.32478,-0.86337,23.65,0.0683,21.6178,45.76,-0.00183
7080,21.6178,416.25,45.66,0.1,0.54003,0.60084,24.08,0.8004,19.4978,310.45,-1.21421
7081,19.4978,409.89,221.46,88.99,-0.96406,0.93323,21.072,0.9666,18.9608,328.3,-1.6445
7082,18.9608,406.02,171.57,156.73,-0.89318,-0.99427,21.214,0.0029,19.7399,0.91,-1.00811
7083,19.7399,403.66,0.91,0.0,0.99414,-0.62117,24.988,0.1894,19.0087,36.5,-1.59453
7084,19.0087,402.23,35.28,1.22,0.63947,-0.81358,24.279,0.0932,18.372,6.6,-2.10269
7085,18.372,401.36,6.4,0.2,-0.0531,-0.35462,22.894,0.3227,18.0109,6.47,-2.39156
7086,18.0109,400.82,0.64,5.83,-0.84046,0.66772,21.319,0.8339,18.2824,144.13,-2.17986
7087,18.2824,400.5,43.52,100.62,0.31961,-0.16097,23.639,0.4195,20.3065,191.73,-0.56245
7088,20.3065,605.91,178.92,12.81,0.81851,-0.0854,24.637,0.4573,21.6336,323.86,-0.01295
7089,21.6336,732.03,307.26,16.6,-0.6749,-0.92627,21.65,0.0369,26.3748,57.16,-1.10211
7090,26.3748,808.77,57.13,0.03,0.75144,0.4046,24.503,0.7023,23.247,741.72,-0.02967
7091,23.247,855.46,681.61,60.11,0.41914,0.12603,23.838,0.563,24.6965,728.35,-0.02913
7092,24.6965,883.87,697.38,30.97,0.48573,0.80782,23.971,0.9039,23.7886,1095.71,-0.04383
7093,23.7886,901.16,967.55,128.16,0.96332,0.96372,24.927,0.9819,23.6039,1181.44,-0.04726
7094,23.6039,911.68,1017.18,164.26,0.36898,-0.2643,23.738,0.3679,26.3547,576.7,-1.10684
7095,26.3547,918.08,568.06,8.64,0.27621,0.73827,23.552,0.8691,23.2548,958.18,-0.03833
7096,23.2548,921.97,844.25,113.93,-0.13288,-0.87871,22.734,0.0606,27.7103,108.98,-2.17257
7097,27.7103,924.34,108.9,0.08,0.79171,-0.39561,24.583,0.3022,23.6724,321.53,-0.01286
7098,23.6724,720.18,316.74,4.79,0.37407,0.9761,23.748,0.988,20.922,700.81,-0.09044
7099,20.922,594.81,533.42,167.39,0.02011,-0.01183,23.04,0.4941,21.5014,340.52,-0.01362
7100,21.5014,518.54,319.59,20.93,0.41277,-0.02146,23.826,0.4893,21.0684,297.64,-0.01191
7101,21.0684,472.12,277.32,20.33,-0.97289,0.93152,21.054,0.9658,19.8028,477.92,-0.97687
7102,19.8028,443.88,321.61,156.31,0.27459,-0.01189,23.549,0.4941,20.0345,206.58,-0.7807
7103,20.0345,426.7,185.66,20.93,0.90307,0.29607,24.806,0.648,19.4788,224.22,-1.22594
7104,19.4788,416.25,177.0,47.23,-0.94655,0.78056,21.107,0.8903,18.9228,274.19,-1.67277
7105,18.9228,409.89,151.74,122.45,-0.16699,-0.84035,22.666,0.0798,19.2888,19.14,-1.36973
7106,19.2888,406.01,19.0,0.14,-0.26552,0.30197,22.469,0.651,18.5385,112.62,-1.97367
7107,18.5385,403.66,64.74,47.87,-0.38493,-0.33624,22.23,0.3319,18.2354,20.78,-2.21252
7108,18.2354,402.23,14.43,6.34,-1.0,0.945,21.0,0.9725,17.9135,159.61,-2.47557
7109,17.9135,401.35,0.0,159.61,-1.0,0.58215,21.0,0.7911,17.6814,85.91,-2.65834
7110,17.6814,400.82,0.0,85.91,-0.18885,0.11759,22.622,0.5588,18.1059,41.21,-2.31693
7111,18.1059,400.5,10.93,30.28,0.78721,-0.32635,24.574,0.3368,20.2593,147.33,-0.59844
7112,20.2593,605.91,140.7,6.63,0.61538,0.62183,24.231,0.8109,20.5844,480.03,-0.3517
7113,20.5844,732.03,387.49,92.54,-0.57336,0.64735,21.853,0.8237,21.7355,666.01,-0.02664
7114,21.7355,808.77,569.03,96.97,-1.0,-1.0,21.0,0.0,28.6219,0.0,-2.89753
7115,28.6219,855.59,0.0,0.0,-0.72355,0.25581,21.553,0.6279,24.3963,785.9,-0.03144
