step,t_zone,t_amb,hour,day,a0_raw,a1_raw,t_zone_next,delta_t,p_total,policy,season
833,30.4106,24.4,18.0,214.75,-0.21657,0.62066,26.9537,-3.4569,437.91,mixed,summer
834,26.9537,22.8,19.0,214.79,0.18412,0.30915,28.6394,1.6857,118.44,mixed,summer
835,28.6394,21.1,20.0,214.83,-0.39159,0.33841,25.9211,-2.7183,394.1,mixed,summer
836,25.9211,20.5,21.0,214.88,-0.26602,0.78256,25.909,-0.0121,399.43,mixed,summer
837,25.909,20.0,22.0,214.92,-0.42189,0.36591,25.2695,-0.6395,354.43,mixed,summer
838,25.2695,19.4,23.0,214.96,0.4428,0.42885,29.2518,3.9823,63.1,mixed,summer
839,29.2518,19.4,0.0,215.0,-0.02604,0.78253,26.7442,-2.5076,199.74,mixed,summer
840,26.7442,19.4,1.0,215.04,-0.48799,0.38387,24.6024,-2.1418,347.13,mixed,summer
841,24.6024,19.4,2.0,215.08,-0.10905,0.71371,26.0288,1.4264,181.53,mixed,summer
842,26.0288,18.5,3.0,215.12,-0.23902,0.37174,25.3367,-0.6921,166.65,mixed,summer
843,25.3367,17.6,4.0,215.17,-0.24425,0.76432,25.0219,-0.3147,216.95,mixed,summer
844,25.0219,16.7,5.0,215.21,0.01529,0.52612,26.3642,1.3422,76.88,mixed,summer
845,26.3642,18.4,6.0,215.25,0.37915,0.66959,28.6675,2.3033,100.67,mixed,summer
846,28.6675,20.0,7.0,215.29,0.21967,0.34733,27.9684,-0.699,52.9,mixed,summer
847,27.9684,21.7,8.0,215.33,-0.19785,0.22193,26.9619,-1.0066,283.28,mixed,summer
848,26.9619,23.0,9.0,215.38,-0.01989,0.61109,28.0562,1.0943,349.23,mixed,summer
849,28.0562,24.3,10.0,215.42,-0.42099,0.7258,26.4789,-1.5773,682.74,mixed,summer
850,26.4789,25.6,11.0,215.46,0.31505,0.59205,30.6409,4.1619,304.09,mixed,summer
851,30.6409,26.3,12.0,215.5,-0.34298,0.76485,27.4921,-3.1487,760.7,mixed,summer
852,27.4921,27.1,13.0,215.54,0.47226,0.62512,31.8114,4.3193,288.92,mixed,summer
853,31.8114,27.8,14.0,215.58,0.01292,0.50438,29.6752,-2.1363,502.54,mixed,summer
854,29.6752,27.2,15.0,215.62,-0.01476,0.25498,29.7551,0.0799,437.27,mixed,summer
855,29.7551,26.7,16.0,215.67,0.46063,0.40419,31.6946,1.9395,226.91,mixed,summer
856,31.6946,26.1,17.0,215.71,-0.06063,0.69069,28.8233,-2.8713,550.83,mixed,summer
857,28.8233,24.8,18.0,215.75,-0.27093,0.60594,27.0903,-1.733,521.47,mixed,summer
858,27.0903,23.5,19.0,215.79,0.33496,0.43288,29.6857,2.5954,108.74,mixed,summer
859,29.6857,22.2,20.0,215.83,-0.42733,0.33632,26.1557,-3.53,460.13,mixed,summer
860,26.1557,20.9,21.0,215.88,0.37713,0.37657,29.4205,3.2649,56.42,mixed,summer
861,29.4205,19.6,22.0,215.92,-0.43321,0.30469,25.6507,-3.7699,391.77,mixed,summer
862,25.6507,18.3,23.0,215.96,0.04504,0.69162,27.3086,1.6579,171.68,mixed,summer
863,27.3086,17.0,0.0,216.0,-0.00888,0.69388,26.8438,-0.4648,171.12,mixed,summer
864,26.8438,15.7,1.0,216.04,-0.28474,0.57039,25.3204,-1.5234,264.84,mixed,summer
865,25.3204,14.4,2.0,216.08,-0.06856,0.30777,26.1567,0.8363,77.45,mixed,summer
866,26.1567,14.2,3.0,216.12,0.42436,0.25464,28.3323,2.1756,42.72,mixed,summer
867,28.3323,14.1,4.0,216.17,-0.01359,0.54961,26.1832,-2.1491,80.49,mixed,summer
868,26.1832,13.9,5.0,216.21,0.40508,0.54058,28.4233,2.2401,79.09,mixed,summer
869,28.4233,15.9,6.0,216.25,0.3234,0.5846,28.3055,-0.1178,86.07,mixed,summer
870,28.3055,18.0,7.0,216.29,-0.22012,0.20913,25.7831,-2.5223,168.01,mixed,summer
871,25.7831,20.0,8.0,216.33,0.13007,0.45224,28.5286,2.7454,191.01,mixed,summer
872,28.5286,22.2,9.0,216.38,0.04865,0.51534,28.6188,0.0903,315.72,mixed,summer
873,28.6188,24.5,10.0,216.42,-0.29123,0.42097,27.7444,-0.8744,553.88,mixed,summer
874,27.7444,26.7,11.0,216.46,-0.25784,0.70481,28.0668,0.3223,703.18,mixed,summer
875,28.0668,28.0,12.0,216.5,-0.40047,0.785,27.6615,-0.4052,880.79,mixed,summer
876,27.6615,29.3,13.0,216.54,0.03135,0.36991,30.4241,2.7626,521.26,mixed,summer
877,30.4241,30.6,14.0,216.58,-0.2767,0.52197,28.8954,-1.5287,747.51,mixed,summer
878,28.8954,30.4,15.0,216.62,0.21017,0.39685,31.0497,2.1543,417.41,mixed,summer
879,31.0497,30.2,16.0,216.67,0.03733,0.77972,29.746,-1.3038,605.86,mixed,summer
880,29.746,30.0,17.0,216.71,0.05783,0.60182,29.8327,0.0868,511.42,mixed,summer
881,29.8327,28.3,18.0,216.75,-0.16033,0.56945,28.037,-1.7958,505.84,mixed,summer
882,28.037,26.7,19.0,216.79,0.24987,0.50206,29.6753,1.6383,219.76,mixed,summer
883,29.6753,25.0,20.0,216.83,0.28359,0.23875,29.7072,0.032,132.7,mixed,summer
884,29.7072,23.0,21.0,216.88,0.41636,0.53941,30.0646,0.3574,82.64,mixed,summer
885,30.0646,20.9,22.0,216.92,-0.27909,0.6398,26.4651,-3.5996,451.33,mixed,summer
886,26.4651,18.9,23.0,216.96,-0.17649,0.68593,26.6369,0.1718,360.03,mixed,summer
887,26.6369,18.7,0.0,217.0,0.30711,0.70027,28.867,2.2302,106.32,mixed,summer
888,28.867,18.5,1.0,217.04,-0.05956,0.22688,27.0647,-1.8023,161.95,mixed,summer
889,27.0647,18.3,2.0,217.08,-0.48845,0.78724,24.5618,-2.503,490.83,mixed,summer
890,24.5618,17.4,3.0,217.12,0.38424,0.70143,28.7789,4.2171,106.54,mixed,summer
891,28.7789,16.5,4.0,217.17,-0.03638,0.57102,26.4575,-2.3214,122.78,mixed,summer
892,26.4575,15.6,5.0,217.21,-0.12479,0.74561,25.9783,-0.4792,202.44,mixed,summer
893,25.9783,18.2,6.0,217.25,0.06073,0.31778,27.1147,1.1364,61.59,mixed,summer
894,27.1147,20.7,7.0,217.29,-0.15164,0.72934,26.2441,-0.8706,277.87,mixed,summer
895,26.2441,23.3,8.0,217.33,0.31156,0.25634,29.9529,3.7088,136.89,mixed,summer
896,29.9529,25.3,9.0,217.38,-0.38776,0.68091,26.7022,-3.2507,649.29,mixed,summer
897,26.7022,27.4,10.0,217.42,-0.18048,0.35773,28.6443,1.9422,518.19,mixed,summer
898,28.6443,29.4,11.0,217.46,0.47913,0.43862,32.3289,3.6846,299.05,mixed,summer
899,32.3289,30.0,12.0,217.5,-0.02532,0.46271,30.2563,-2.0726,607.04,mixed,summer
900,30.2563,30.5,13.0,217.54,-0.09742,0.60319,29.9538,-0.3025,726.26,mixed,summer
901,29.9538,31.1,14.0,217.58,0.26828,0.30977,31.95,1.9962,433.84,mixed,summer
902,31.95,30.2,15.0,217.62,0.22534,0.61218,31.2736,-0.6764,518.23,mixed,summer
903,31.2736,29.2,16.0,217.67,-0.27924,0.79149,28.5038,-2.7698,852.13,mixed,summer
904,28.5038,28.3,17.0,217.71,0.41606,0.78736,31.626,3.1223,387.21,mixed,summer
905,31.626,26.3,18.0,217.75,0.32668,0.39686,30.5887,-1.0374,228.91,mixed,summer
906,30.5887,24.2,19.0,217.79,0.34154,0.58643,30.28,-0.3086,215.38,mixed,summer
907,30.28,22.2,20.0,217.83,0.17787,0.3805,29.3631,-0.917,229.89,mixed,summer
908,29.3631,20.9,21.0,217.88,-0.29177,0.66661,26.7681,-2.595,524.85,mixed,summer
909,26.7681,19.6,22.0,217.92,0.19215,0.47182,28.7758,2.0077,156.66,mixed,summer
910,28.7758,18.3,23.0,217.96,0.4656,0.48894,29.9182,1.1424,71.4,mixed,summer
911,29.9182,17.9,0.0,218.0,-0.45738,0.2695,25.7297,-4.1885,411.2,mixed,summer
912,25.7297,17.6,1.0,218.04,0.05353,0.58711,27.4897,1.76,165.16,mixed,summer
913,27.4897,17.2,2.0,218.08,-0.39306,0.36485,25.3656,-2.1241,334.26,mixed,summer
914,25.3656,16.5,3.0,218.12,-0.37881,0.50446,25.037,-0.3286,318.82,mixed,summer
915,25.037,15.7,4.0,218.17,-0.31978,0.46191,25.062,0.025,241.25,mixed,summer
916,25.062,15.0,5.0,218.21,-0.28665,0.61858,25.0427,-0.0193,238.84,mixed,summer
917,25.0427,16.1,6.0,218.25,0.16723,0.4528,27.3802,2.3375,66.33,mixed,summer
918,27.3802,17.2,7.0,218.29,0.37886,0.47139,28.8136,1.4334,68.91,mixed,summer
919,28.8136,18.3,8.0,218.33,-0.0066,0.37768,27.7396,-1.074,222.53,mixed,summer
920,27.7396,19.8,9.0,218.38,0.22181,0.39465,29.3794,1.6398,187.62,mixed,summer
921,29.3794,21.3,10.0,218.42,-0.33724,0.30262,27.2813,-2.0981,489.79,mixed,summer
922,27.2813,22.8,11.0,218.46,-0.16448,0.61904,28.1631,0.8818,552.84,mixed,summer
923,28.1631,24.1,12.0,218.5,-0.12801,0.39666,29.0419,0.8789,530.58,mixed,summer
924,29.0419,25.4,13.0,218.54,0.39467,0.35305,31.8799,2.838,308.47,mixed,summer
925,31.8799,26.7,14.0,218.58,-0.49111,0.25941,28.2595,-3.6204,738.37,mixed,summer
926,28.2595,27.2,15.0,218.62,0.08644,0.707,29.9139,1.6544,533.04,mixed,summer
927,29.9139,27.8,16.0,218.67,0.18686,0.45927,30.524,0.6101,397.89,mixed,summer
928,30.524,28.3,17.0,218.71,-0.34668,0.77198,27.4705,-3.0535,766.16,mixed,summer
929,27.4705,25.0,18.0,218.75,0.08846,0.75597,28.6534,1.1829,345.84,mixed,summer
930,28.6534,21.6,19.0,218.79,0.37159,0.43632,29.7487,1.0952,76.05,mixed,summer
931,29.7487,18.3,20.0,218.83,0.16356,0.65848,28.5222,-1.2265,195.99,mixed,summer
932,28.5222,17.8,21.0,218.88,-0.08977,0.64962,27.1026,-1.4195,306.33,mixed,summer
933,27.1026,17.2,22.0,218.92,-0.41,0.71224,25.3221,-1.7805,475.48,mixed,summer
934,25.3221,16.7,23.0,218.96,-0.34358,0.4018,25.579,0.2568,319.9,mixed,summer
935,25.579,16.5,0.0,219.0,-0.34911,0.73919,25.1203,-0.4587,370.28,mixed,summer
936,25.1203,16.3,1.0,219.04,0.21716,0.48768,27.7733,2.653,71.22,mixed,summer
937,27.7733,16.1,2.0,219.08,-0.05611,0.51927,26.3368,-1.4365,120.14,mixed,summer
938,26.3368,16.1,3.0,219.12,-0.35799,0.78318,24.6497,-1.6871,320.22,mixed,summer
939,24.6497,16.1,4.0,219.17,0.41605,0.26738,28.377,3.7273,44.03,mixed,summer
940,28.377,16.1,5.0,219.21,0.4451,0.57607,28.6773,0.3002,84.68,mixed,summer
941,28.6773,15.0,6.0,219.25,0.39459,0.41641,28.2466,-0.4307,61.47,mixed,summer
942,28.2466,13.9,7.0,219.29,0.39448,0.46659,28.2287,-0.0179,68.23,mixed,summer
943,28.2287,12.8,8.0,219.33,0.11295,0.46072,27.475,-0.7537,69.52,mixed,summer
944,27.475,13.5,9.0,219.38,0.06362,0.56806,27.3718,-0.1032,131.71,mixed,summer
945,27.3718,14.3,10.0,219.42,-0.15326,0.64794,26.4408,-0.931,287.44,mixed,summer
946,26.4408,15.0,11.0,219.46,0.35868,0.42835,29.4239,2.9831,63.03,mixed,summer
947,29.4239,15.6,12.0,219.5,-0.43408,0.57835,25.479,-3.9449,476.96,mixed,summer
948,25.479,16.1,13.0,219.54,-0.0736,0.40955,27.3219,1.8429,250.43,mixed,summer
949,27.3219,16.7,14.0,219.58,0.47457,0.32178,30.2733,2.9515,49.95,mixed,summer
950,30.2733,17.4,15.0,219.62,0.44354,0.54793,30.2042,-0.0691,80.23,mixed,summer
951,30.2042,18.2,16.0,219.67,0.45708,0.39511,30.3,0.0957,58.74,mixed,summer
952,30.3,18.9,17.0,219.71,-0.18794,0.78693,26.6609,-3.639,415.84,mixed,summer
953,26.6609,18.5,18.0,219.75,-0.10985,0.44711,26.4156,-0.2454,179.81,mixed,summer
954,26.4156,18.2,19.0,219.79,0.36727,0.79275,28.7639,2.3483,124.63,mixed,summer
955,28.7639,17.8,20.0,219.83,-0.43739,0.63195,24.4741,-4.2897,350.69,mixed,summer
956,24.4741,16.7,21.0,219.88,0.24695,0.71994,27.7383,3.2642,110.06,mixed,summer
957,27.7383,15.5,22.0,219.92,-0.17774,0.4413,25.3672,-2.3711,115.37,mixed,summer
958,25.3672,14.4,23.0,219.96,0.00398,0.47591,26.1092,0.7421,69.54,mixed,summer
959,26.1092,14.6,0.0,220.0,0.33627,0.36321,27.6995,1.5903,54.8,mixed,summer
960,27.6995,14.8,1.0,220.04,0.08533,0.38466,26.3829,-1.3165,57.43,mixed,summer
961,26.3829,15.0,2.0,220.08,-0.34674,0.56739,24.1504,-2.2326,170.37,mixed,summer
962,24.1504,15.0,3.0,220.12,0.27604,0.43454,27.2247,3.0743,63.86,mixed,summer
963,27.2247,15.0,4.0,220.17,-0.00962,0.43362,25.6767,-1.5479,63.74,mixed,summer
964,25.6767,15.0,5.0,220.21,0.06085,0.35632,26.0006,0.3239,53.97,mixed,summer
965,26.0006,15.6,6.0,220.25,0.2427,0.35633,27.0406,1.04,53.97,mixed,summer
966,27.0406,16.1,7.0,220.29,0.08375,0.50716,26.4428,-0.5979,74.05,mixed,summer
967,26.4428,16.7,8.0,220.33,0.48177,0.56671,29.5465,3.1037,83.18,mixed,summer
968,29.5465,18.2,9.0,220.38,0.00814,0.33699,27.5799,-1.9666,177.43,mixed,summer
969,27.5799,19.6,10.0,220.42,0.0384,0.40073,28.3016,0.7217,251.74,mixed,summer
970,28.3016,21.1,11.0,220.46,0.05952,0.40489,28.6755,0.3739,278.26,mixed,summer
971,28.6755,21.3,12.0,220.5,-0.00758,0.61487,28.2515,-0.424,363.99,mixed,summer
972,28.2515,21.5,13.0,220.54,-0.49134,0.70051,25.741,-2.5105,647.17,mixed,summer
973,25.741,21.7,14.0,220.58,-0.31146,0.52834,26.822,1.081,499.51,mixed,summer
974,26.822,22.8,15.0,220.62,-0.17522,0.7913,27.2919,0.4699,504.48,mixed,summer
975,27.2919,23.9,16.0,220.67,-0.10894,0.48984,27.8274,0.5355,383.73,mixed,summer
976,27.8274,25.0,17.0,220.71,0.17163,0.55667,29.0662,1.2388,241.87,mixed,summer
977,29.0662,23.3,18.0,220.75,-0.11549,0.79646,26.7469,-2.3194,330.43,mixed,summer
978,26.7469,21.7,19.0,220.79,-0.13647,0.5254,26.4814,-0.2655,238.46,mixed,summer
979,26.4814,20.0,20.0,220.83,0.02394,0.36719,27.0638,0.5825,100.99,mixed,summer
980,27.0638,18.9,21.0,220.88,-0.32417,0.6668,25.125,-1.9388,313.75,mixed,summer
981,25.125,17.8,22.0,220.92,0.05574,0.72311,26.8235,1.6985,110.66,mixed,summer
982,26.8235,16.7,23.0,220.96,0.17951,0.33496,27.228,0.4046,51.46,mixed,summer
983,27.228,15.4,0.0,221.0,-0.42614,0.7738,24.0529,-3.1751,314.13,mixed,summer
984,24.0529,14.1,1.0,221.04,-0.35686,0.74284,24.1486,0.0957,224.79,mixed,summer
985,24.1486,12.8,2.0,221.08,-0.23885,0.61539,24.5943,0.4457,109.86,mixed,summer
986,24.5943,13.0,3.0,221.12,-0.346,0.33771,23.9748,-0.6196,103.39,mixed,summer
987,23.9748,13.1,4.0,221.17,0.18044,0.40416,26.4605,2.4858,59.89,mixed,summer
988,26.4605,13.3,5.0,221.21,-0.40165,0.59592,23.557,-2.9035,157.71,mixed,summer
989,23.557,15.0,6.0,221.25,-0.36259,0.28687,23.9007,0.3437,103.78,mixed,summer
990,23.9007,16.6,7.0,221.29,-0.3726,0.23939,24.1221,0.2214,132.01,mixed,summer
991,24.1221,18.3,8.0,221.33,-0.19438,0.73228,25.9232,1.8011,285.61,mixed,summer
992,25.9232,20.2,9.0,221.38,0.1798,0.466,28.7217,2.7985,162.69,mixed,summer
993,28.7217,22.0,10.0,221.42,-0.17275,0.45192,27.4835,-1.2382,397.26,mixed,summer
994,27.4835,23.9,11.0,221.46,-0.01812,0.33421,28.8806,1.3972,365.84,mixed,summer
995,28.8806,25.0,12.0,221.5,-0.4407,0.49488,27.2322,-1.6484,694.68,mixed,summer
996,27.2322,26.1,13.0,221.54,-0.09667,0.56647,28.9133,1.6811,554.21,mixed,summer
997,28.9133,27.2,14.0,221.58,-0.14289,0.3908,28.9821,0.0687,535.95,mixed,summer
998,28.9821,27.4,15.0,221.62,-0.18884,0.4559,28.56,-0.4221,562.44,mixed,summer
999,28.56,27.6,16.0,221.67,-0.12434,0.22921,28.9653,0.4054,442.21,mixed,summer
1000,28.9653,27.8,17.0,221.71,-0.29731,0.26895,27.9827,-0.9826,516.73,mixed,summer
1001,27.9827,26.1,18.0,221.75,0.0534,0.32464,28.5057,0.523,241.08,mixed,summer
1002,28.5057,24.5,19.0,221.79,-0.05636,0.74689,27.4994,-1.0063,355.14,mixed,summer
1003,27.4994,22.8,20.0,221.83,-0.48933,0.78487,25.1508,-2.3486,588.81,mixed,summer
1004,25.1508,21.9,21.0,221.88,-0.43847,0.73051,25.1489,-0.0019,494.0,mixed,summer
1005,25.1489,20.9,22.0,221.92,0.15452,0.515,27.8876,2.7386,85.68,mixed,summer
1006,27.8876,20.0,23.0,221.96,0.09726,0.797,27.4751,-0.4125,150.3,mixed,summer
1007,27.4751,19.6,0.0,222.0,-0.29966,0.58308,25.4215,-2.0535,301.78,mixed,summer
1008,25.4215,19.3,1.0,222.04,0.42499,0.393,28.8954,3.4739,58.47,mixed,summer
1009,28.8954,18.9,2.0,222.08,0.12557,0.58792,27.2787,-1.6167,86.61,mixed,summer
1010,27.2787,18.2,3.0,222.12,0.40763,0.34125,28.5562,1.2774,52.19,mixed,summer
1011,28.5562,17.4,4.0,222.17,-0.11846,0.63219,25.7852,-2.7709,138.28,mixed,summer
1012,25.7852,16.7,5.0,222.21,0.40692,0.4209,28.5326,2.7474,62.05,mixed,summer
1013,28.5326,19.3,6.0,222.25,0.22348,0.73185,27.9642,-0.5684,112.36,mixed,summer
1014,27.9642,21.8,7.0,222.29,-0.2648,0.66621,25.5572,-2.407,302.43,mixed,summer
1015,25.5572,24.4,8.0,222.33,0.45775,0.30276,30.6176,5.0604,75.27,mixed,summer
1016,30.6176,27.4,9.0,222.38,-0.47815,0.73023,26.258,-4.3596,726.16,mixed,summer
1017,26.258,30.3,10.0,222.42,0.35968,0.55073,31.3919,5.1339,344.67,mixed,summer
1018,31.3919,33.3,11.0,222.46,-0.3571,0.44267,28.5715,-2.8204,748.34,mixed,summer
1019,28.5715,33.5,12.0,222.5,-0.16648,0.33591,29.9302,1.3586,651.7,mixed,summer
1020,29.9302,33.7,13.0,222.54,-0.24733,0.64403,29.2838,-0.6463,840.64,mixed,summer
1021,29.2838,33.9,14.0,222.58,-0.13583,0.49125,29.7305,0.4467,677.75,mixed,summer
1022,29.7305,28.7,15.0,222.62,-0.49139,0.72941,27.357,-2.3735,918.9,mixed,summer
1023,27.357,23.5,16.0,222.67,-0.49326,0.38098,27.374,0.017,706.0,mixed,summer
1024,27.374,18.3,17.0,222.71,0.43247,0.20327,31.2139,3.84,153.62,mixed,summer
1025,31.2139,19.8,18.0,222.75,-0.12618,0.72356,27.6614,-3.5525,467.89,mixed,summer
1026,27.6614,21.3,19.0,222.79,0.35286,0.4549,29.8844,2.223,118.57,mixed,summer
1027,29.8844,22.8,20.0,222.83,0.28785,0.71374,29.4026,-0.4819,181.3,mixed,summer
1028,29.4026,22.1,21.0,222.88,-0.04559,0.54207,27.676,-1.7266,302.88,mixed,summer
1029,27.676,21.3,22.0,222.92,-0.07856,0.64999,27.2468,-0.4291,313.54,mixed,summer
1030,27.2468,20.6,23.0,222.96,-0.42,0.62515,25.4293,-1.8175,469.4,mixed,summer
1031,25.4293,19.5,0.0,223.0,-0.16378,0.48249,26.4045,0.9752,248.72,mixed,summer
1032,26.4045,18.3,1.0,223.04,0.30015,0.35434,28.4077,2.0032,53.73,mixed,summer
1033,28.4077,17.2,2.0,223.08,-0.11421,0.67268,26.2434,-2.1643,212.06,mixed,summer
1034,26.2434,16.7,3.0,223.12,-0.14614,0.47369,25.9506,-0.2929,163.96,mixed,summer
1035,25.9506,16.1,4.0,223.17,-0.16889,0.70307,25.6058,-0.3448,192.4,mixed,summer
1036,25.6058,15.6,5.0,223.21,-0.17713,0.23257,25.5364,-0.0694,102.55,mixed,summer
1037,25.5364,16.1,6.0,223.25,-0.06355,0.208,26.0192,0.4828,44.85,mixed,summer
1038,26.0192,16.7,7.0,223.29,-0.17778,0.40145,25.5253,-0.4939,129.43,mixed,summer
1039,25.5253,17.2,8.0,223.33,-0.03576,0.68736,26.862,1.3367,208.47,mixed,summer
1040,26.862,17.6,9.0,223.38,0.25801,0.67766,28.6767,1.8148,102.14,mixed,summer
1041,28.6767,17.9,10.0,223.42,-0.48884,0.76166,24.6532,-4.0236,496.62,mixed,summer
1042,24.6532,18.3,11.0,223.46,-0.12704,0.41044,26.7734,2.1203,238.31,mixed,summer
1043,26.7734,18.9,12.0,223.5,-0.48874,0.56417,25.2356,-1.5378,503.41,mixed,summer
1044,25.2356,19.4,13.0,223.54,-0.35313,0.24296,26.442,1.2064,381.97,mixed,summer
1045,26.442,20.0,14.0,223.58,0.30059,0.49891,29.6629,3.2209,157.62,mixed,summer
1046,29.6629,20.0,15.0,223.62,-0.22129,0.74192,26.7942,-2.8687,466.84,mixed,summer
1047,26.7942,20.0,16.0,223.67,-0.30663,0.37186,26.5778,-0.2164,398.43,mixed,summer
1048,26.5778,20.0,17.0,223.71,0.24728,0.35552,29.0524,2.4746,110.69,mixed,summer
1049,29.0524,18.7,18.0,223.75,-0.46582,0.54995,24.7429,-4.3095,397.91,mixed,summer
1050,24.7429,17.4,19.0,223.79,0.19102,0.47781,27.581,2.8381,69.81,mixed,summer
1051,27.581,16.1,20.0,223.83,-0.49072,0.66895,24.0797,-3.5013,372.13,mixed,summer
1052,24.0797,15.9,21.0,223.88,0.40991,0.35787,28.357,4.2773,54.16,mixed,summer
1053,28.357,15.8,22.0,223.92,-0.00061,0.27966,26.2303,-2.1267,45.33,mixed,summer
1054,26.2303,15.6,23.0,223.96,0.40684,0.21818,28.0343,1.804,39.1,mixed,summer
1055,28.0343,14.5,0.0,224.0,0.23496,0.53026,27.2287,-0.8056,77.51,mixed,summer
1056,27.2287,13.3,1.0,224.04,-0.09327,0.39627,25.3308,-1.8979,58.88,mixed,summer
1057,25.3308,12.2,2.0,224.08,0.19831,0.70494,26.8109,1.4801,107.2,mixed,summer
1058,26.8109,12.2,3.0,224.12,-0.22471,0.31608,24.4457,-2.3652,49.31,mixed,summer
1059,24.4457,12.2,4.0,224.17,0.20553,0.39883,26.455,2.0093,59.21,mixed,summer
1060,26.455,12.2,5.0,224.21,0.26896,0.73885,27.0755,0.6205,113.73,mixed,summer
1061,27.0755,13.5,6.0,224.25,0.06567,0.3245,25.9956,-1.0799,50.26,mixed,summer
1062,25.9956,14.8,7.0,224.29,-0.24263,0.56328,24.6384,-1.3572,111.81,mixed,summer
1063,24.6384,16.1,8.0,224.33,-0.43564,0.59274,24.706,0.0676,369.88,mixed,summer
1064,24.706,18.5,9.0,224.38,-0.08872,0.76378,27.0486,2.3426,332.27,mixed,summer
1065,27.0486,20.9,10.0,224.42,-0.48013,0.6679,25.7752,-1.2734,620.78,mixed,summer
1066,25.7752,23.3,11.0,224.46,-0.3326,0.79079,26.9311,1.1559,666.67,mixed,summer
1067,26.9311,25.3,12.0,224.5,0.11757,0.39994,30.0374,3.1063,389.62,mixed,summer
1068,30.0374,27.4,13.0,224.54,0.00778,0.76348,29.4829,-0.5546,596.64,mixed,summer
1069,29.4829,29.4,14.0,224.58,0.21669,0.39025,30.9338,1.4509,392.9,mixed,summer
1070,30.9338,29.8,15.0,224.62,-0.06619,0.26213,29.7346,-1.1991,488.68,mixed,summer
1071,29.7346,30.2,16.0,224.67,0.46162,0.76422,31.7271,1.9925,332.3,mixed,summer
1072,31.7271,30.6,17.0,224.71,-0.13899,0.3681,29.0034,-2.7238,523.54,mixed,summer
1073,29.0034,28.5,18.0,224.75,0.45249,0.69072,30.7245,1.7212,163.88,mixed,summer
1074,30.7245,26.5,19.0,224.79,-0.13942,0.64216,27.5956,-3.1289,443.44,mixed,summer
1075,27.5956,24.4,20.0,224.83,0.25459,0.64146,29.235,1.6394,182.67,mixed,summer
1076,29.235,23.1,21.0,224.88,-0.45707,0.3523,25.9773,-3.2576,475.61,mixed,summer
1077,25.9773,21.9,22.0,224.92,-0.19397,0.53531,26.6364,0.6591,332.73,mixed,summer
1078,26.6364,20.6,23.0,224.96,0.38848,0.45839,29.2577,2.6212,67.1,mixed,summer
1079,29.2577,19.8,0.0,225.0,0.12145,0.39678,27.8273,-1.4303,97.19,mixed,summer
1080,27.8273,19.1,1.0,225.04,-0.29071,0.75477,25.5592,-2.2682,366.1,mixed,summer
1081,25.5592,18.3,2.0,225.08,0.27611,0.39068,28.2034,2.6442,58.18,mixed,summer
1082,28.2034,17.8,3.0,225.12,0.34775,0.66888,28.5798,0.3765,100.54,mixed,summer
1083,28.5798,17.2,4.0,225.17,-0.0412,0.26961,26.4493,-2.1306,79.51,mixed,summer
1084,26.4493,16.7,5.0,225.21,-0.48767,0.60172,24.2297,-2.2196,367.44,mixed,summer
1085,24.2297,19.1,6.0,225.25,-0.06453,0.27044,26.4138,2.1842,98.84,mixed,summer
1086,26.4138,21.5,7.0,225.29,-0.1734,0.60867,26.0613,-0.3525,244.56,mixed,summer
1087,26.0613,23.9,8.0,225.33,0.49933,0.55672,30.8043,4.743,90.32,mixed,summer
1088,30.8043,25.9,9.0,225.38,-0.06198,0.44444,28.3927,-2.4116,389.65,mixed,summer
1089,28.3927,28.0,10.0,225.42,0.33732,0.75341,30.82,2.4273,353.07,mixed,summer
1090,30.82,30.0,11.0,225.46,-0.15772,0.47903,28.9919,-1.8281,596.14,mixed,summer
1091,28.9919,30.6,12.0,225.5,0.30647,0.54023,31.4485,2.4566,414.09,mixed,summer
1092,31.4485,31.1,13.0,225.54,0.22785,0.79375,31.0645,-0.3841,562.35,mixed,summer
1093,31.0645,31.7,14.0,225.58,-0.08726,0.4721,29.9143,-1.1502,636.91,mixed,summer
1094,29.9143,30.0,15.0,225.62,-0.32673,0.26571,29.0461,-0.8682,669.35,mixed,summer
1095,29.0461,28.4,16.0,225.67,-0.28555,0.45854,28.5784,-0.4677,677.25,mixed,summer
1096,28.5784,26.7,17.0,225.71,0.38036,0.59582,31.2612,2.6828,314.36,mixed,summer
1097,31.2612,25.2,18.0,225.75,0.26238,0.58954,29.9036,-1.3576,259.92,mixed,summer
1098,29.9036,23.7,19.0,225.79,-0.32529,0.21905,27.3642,-2.5394,449.62,mixed,summer
1099,27.3642,22.2,20.0,225.83,0.16498,0.79142,28.8013,1.4372,273.73,mixed,summer
1100,28.8013,21.1,21.0,225.88,-0.3493,0.21612,26.6567,-2.1447,391.47,mixed,summer
1101,26.6567,20.0,22.0,225.92,0.10871,0.51601,28.1242,1.4675,173.8,mixed,summer
1102,28.1242,18.9,23.0,225.96,0.45103,0.68965,29.6456,1.5214,104.34,mixed,summer
1103,29.6456,17.4,0.0,226.0,0.2378,0.26901,28.3523,-1.2933,44.2,mixed,summer
1104,28.3523,15.9,1.0,226.04,-0.44217,0.64642,24.8617,-3.4906,420.33,mixed,summer
1105,24.8617,14.4,2.0,226.08,0.06426,0.53338,27.0086,2.1469,77.99,mixed,summer
